PRT_ID,AREA,INT_SQFT,DATE_SALE,DISTANT FROM THE MAINROAD,NUMBER OF BEDROOM,NUMBER OF BATHROOM,NUMBER OF ROOM,REGISTRATION FEE,COMMISSSION PRICE,SALES PRICE,,,Latitude,Longitude
P08711,Chrompet,1033,13-09-2007,49,1,1,3,259560,48668,8111250,,,12.9489,80.1354
P01987,KK Nagar,1969,02-01-2012,150,3,2,5,557356,320902,16889580,,,13.0378,80.2055
P09536,Anna Nagar,1847,21-10-2006,30,2,1,5,614262,261061,15356550,,,13.086,80.2103
P07668,Velachery,1563,06-09-2008,179,2,1,4,243484,115655,6087100,,,12.9784,80.221
P00149,Anna Nagar,1756,09-11-2014,24,1,1,4,425381,170152,14179360,,,13.086,80.2103
P03078,Anna Nagar,1698,30-05-2011,9,1,1,4,522633,110028,13753510,,,13.086,80.2103
P04593,Anna Nagar,1689,04-08-2010,29,1,1,4,650601,167297,18588600,,,13.086,80.2103
P08792,Anna Nagar,1680,17-08-2007,61,1,1,4,387645,173772,13367060,,,13.086,80.2103
P08411,Chrompet,1170,10-01-2008,184,1,1,3,294909,107240,8936650,,,12.9489,80.1354
P06075,Karapakkam,1030,28-10-2009,152,1,1,3,210771,56548,5140750,,,12.9346,80.2409
P02529,Karapakkam,1338,16-09-2011,69,2,2,4,325632,115328,6784000,,,12.9346,80.2409
P07435,Adyar,1217,09-11-2008,125,2,2,4,596351,119270,14908785,,,13.0067,80.257
P06141,KK Nagar,1984,14-10-2009,6,3,2,5,600245,160065,13338780,,,13.0378,80.2055
P07221,KK Nagar,2322,17-01-2009,40,4,2,6,640454,266856,17790400,,,13.0378,80.2055
P09203,Anna Nagar,1691,26-02-2007,145,1,1,4,414937,59277,11855350,,,13.086,80.2103
P00052,Anna Nagar,1689,15-01-2015,0,1,1,4,389833,89961,14993570,,,13.086,80.2103
P00517,Anna Nagar,1703,09-02-2014,167,1,1,4,397321,223493,12416270,,,13.086,80.2103
P09941,Velachery,1828,09-08-2004,142,3,2,5,298084,93684,8516690,,,12.9784,80.221
P06202,Velachery,1545,06-10-2009,65,2,1,4,188318,78972,6074780,,,12.9784,80.221
P03527,Karapakkam,1686,08-03-2011,15,2,2,4,388815,168136,10508500,,,12.9346,80.2409
P05590,Chrompet,1136,29-01-2010,39,1,1,3,246465,123232,8802320,,,12.9489,80.1354
P02317,Velachery,1997,25-10-2011,7,3,2,5,327267,142655,8391470,,,12.9784,80.221
P03465,Adyar,878,22-03-2011,103,1,1,3,291605,51460,8576620,,,13.0067,80.257
P07869,Chrompet,1057,08-07-2008,145,1,1,3,341480,177570,13659200,,,12.9489,80.1354
P06191,Karapakkam,521,07-10-2009,51,1,1,2,71177,25883,2156875,,,12.9346,80.2409
P06424,Karapakkam,1457,22-08-2009,42,2,2,4,248272,186204,7758500,,,12.9346,80.2409
P08720,Adyar,1021,10-09-2007,42,1,1,3,456993,128529,14281030,,,13.0067,80.257
P09751,Velachery,1519,18-09-2005,2,2,1,4,456776,104406,13050750,,,12.9784,80.221
P04809,Adyar,724,27-06-2010,126,1,1,2,200785,81569,6274535,,,13.0067,80.257
P04198,KK Nagar,2004,19-10-2010,171,3,2,5,521968,156590,17398940,,,13.0378,80.2055
P01484,Chrompet,734,04-04-2012,136,1,1,2,194195,32366,6473180,,,12.9489,80.1354
P02114,T Nagar,1770,09-12-2011,176,1,1,4,360820,138777,13877710,,,13.0418,80.2332
P01861,Chrompet,814,26-01-2012,194,1,1,3,211424,105712,8131700,,,12.9489,80.1354
P01616,KK Nagar,1486,09-03-2012,53,2,1,4,518331,359952,14398080,,,13.0378,80.2055
P08588,Chrompet,1215,29-10-2007,184,2,1,4,279216,130301,9307200,,,12.9489,80.1354
P03987,Adyar,973,29-11-2010,4,1,1,3,393869,109408,10940805,,,13.0067,80.257
P06652,Chrompet,869,04-07-2009,200,1,1,3,271854,56246,9374280,,,12.9489,80.1354
P04760,Karapakkam,640,03-07-2010,37,1,1,2,233940,107223,4873750,,,12.9346,80.2409
P08964,Chrompet,969,02-06-2007,60,1,1,3,372378,111713,12412600,,,12.9489,80.1354
P06037,KK Nagar,1609,05-11-2009,191,2,1,4,362914,207379,8640800,,,13.0378,80.2055
P03710,KK Nagar,1689,27-01-2011,44,2,1,4,380206,234833,11182520,,,13.0378,80.2055
P08088,KK Nagar,1917,01-05-2008,113,3,2,5,545003,284350,11847900,,,13.0378,80.2055
P00951,Chrompt,1178,10-04-2013,90,1,1,3,340847,42606,10651460,,,,
P05347,Velachery,1530,13-03-2010,69,2,1,4,360319,141944,10918760,,,12.9784,80.221
P09654,Velachery,1622,22-04-2006,66,2,1,4,387294,101920,10191950,,,12.9784,80.221
P03625,Adyar,1013,13-02-2011,153,1,1,3,410912,86508,10813485,,,13.0067,80.257
P09497,Chrompet,1244,08-11-2006,68,2,1,4,426409,249964,14703750,,,12.9489,80.1354
P02092,Velachery,1840,11-12-2011,52,3,2,5,255539,98918,8243200,,,12.9784,80.221
P06893,T Nagar,1930,27-04-2009,13,2,1,5,351818,58636,11727250,,,13.0418,80.2332
P06844,Velachery,1942,07-05-2009,91,3,2,5,267152,133576,8905050,,,12.9784,80.221
P09874,Velachery,1722,25-12-2004,108,2,1,4,378092,171860,11457330,,,12.9784,80.221
P09537,Adyar,1182,20-10-2006,187,1,1,3,507838,153890,15389035,,,13.0067,80.257
P07101,Adyar,1246,25-02-2009,44,2,2,4,460602,43181,14393810,,,13.0067,80.257
P00196,Chrompet,925,04-10-2014,93,1,1,3,270464,25356,8452000,,,12.9489,80.1354
P03825,Karapakkam,1434,05-01-2011,166,2,2,4,253251,84417,7034750,,,12.9346,80.2409
P06460,Chrompet,1081,13-08-2009,115,1,1,3,268332,71555,8944400,,,12.9489,80.1354
P00443,Chrompet,794,15-04-2014,148,1,1,2,252982,61065,8723530,,,12.9489,80.1354
P01982,Adyar,685,03-01-2012,83,1,1,2,206943,42606,6086550,,,13.0067,80.257
P02367,KK Nagar,2025,17-10-2011,3,3,2,5,688161,282323,17645160,,,13.0378,80.2055
P06650,Velachery,1581,04-07-2009,161,2,1,4,314148,66136,8267060,,,12.9784,80.221
P07676,KK Nagar,1731,05-09-2008,191,2,1,4,451275,102563,10256260,,,13.0378,80.2055
P06035,Karapakkam,1243,05-11-2009,51,1,1,3,468587,219949,9563000,,,12.9346,80.2409
P08230,Chrompet,1184,16-03-2008,197,1,1,3,317773,59582,9930400,,,12.9489,80.1354
P09170,Velachery,1704,11-03-2007,66,2,1,4,257781,156231,7811540,,,12.9784,80.221
P08582,Adyar,961,31-10-2007,178,1,1,3,281211,85926,7811430,,,13.0067,80.257
P03074,Karapakkam,610,30-05-2011,108,1,1,2,191979,117321,5332750,,,12.9346,80.2409
P06727,Adyar,640,11-06-2009,77,1,1,2,212712,51566,6445810,,,13.0067,80.257
P04332,Karapakkam,1650,21-09-2010,140,2,2,4,392488,207788,11543750,,,12.9346,80.2409
P05573,Adyar,734,01-02-2010,134,1,1,2,199803,27750,5550090,,,13.0067,80.257
P02644,Chrompet,717,28-08-2011,171,1,1,2,240168,115280,9606700,,,12.9489,80.1354
P06582,Karapakkam,1419,20-07-2009,185,2,2,4,322516,94395,7866250,,,12.9346,80.2409
P05700,KK Nagar,2055,09-01-2010,158,3,2,5,348127,220480,11604220,,,13.0378,80.2055
P08924,Chrompet,1010,17-06-2007,23,1,1,3,272116,149225,8777950,,,12.9489,80.1354
P01254,Chrompet,1011,26-09-2012,14,1,1,3,281296,146274,11251850,,,12.9489,80.1354
P07550,Anna Nagar,1806,07-10-2008,68,2,1,5,730011,197300,19730040,,,13.086,80.2103
P03845,Adyar,1225,31-12-2010,15,2,2,4,251805,33574,8393515,,,13.0067,80.257
P01783,Adyar,1252,09-02-2012,177,2,2,4,321922,123088,9468300,,,13.0067,80.257
P09881,Velachery,1913,17-12-2004,143,3,2,5,583629,268154,15773770,,,12.9784,80.221
P07640,Velachery,1729,14-09-2008,17,2,1,4,379338,100413,11157010,,,12.9784,80.221
P02679,T Nagar,1717,19-08-2011,49,1,1,4,366245,183123,14086360,,,13.0418,80.2332
P06040,Karapakkam,1091,04-11-2009,49,1,1,3,315347,67095,6709500,,,12.9346,80.2409
P03458,KK Nagar,1629,23-03-2011,111,2,1,4,574707,124261,15532620,,,13.0378,80.2055
P04485,KK Nagar,1724,22-08-2010,107,2,1,4,503359,133242,14804680,,,13.0378,80.2055
P01674,Chrompet,1198,28-02-2012,29,1,1,3,304354,27669,9222850,,,12.9489,80.1354
P03182,Karapakkam,1329,10-05-2011,109,1,1,3,180122,107216,4288625,,,12.9346,80.2409
P02012,Anna Nagar,1634,27-12-2011,160,1,1,4,661033,351174,20657270,,,13.086,80.2103
P05005,Karapakkam,979,18-05-2010,27,1,1,3,337636,157040,7852000,,,12.9346,80.2409
P01542,Velachery,1749,21-03-2012,154,2,1,4,398407,261455,12450220,,,12.9784,80.221
P02172,Karapakkam,1446,24-11-2011,79,2,2,4,338535,157983,11284500,,,12.9346,80.2409
P06886,Chrompet,1034,28-04-2009,85,1,1,3,282835,45619,9123700,,,12.9489,80.1354
P09551,T Nagar,1722,15-10-2006,166,1,1,4,324836,180465,12030980,,,13.0418,80.2332
P04119,Anna Nagar,1978,03-11-2010,121,2,1,5,414278,106910,13363810,,,13.086,80.2103
P06793,Velachery,1529,21-05-2009,184,2,1,4,421730,177571,11098160,,,12.9784,80.221
P08018,Chrompet,1074,20-05-2008,72,1,1,3,421643,65882,13176350,,,12.9489,80.1354
P08031,KK Nagar,2341,16-05-2008,192,4,2,6,847638,313258,18426920,,,13.0378,80.2055
P03138,Chrompet,1229,19-05-2011,10,2,1,4,349999,94231,13461500,,,12.9489,80.1354
P09395,Chrompet,1215,23-12-2006,177,2,1,4,268551,64452,10742050,,,12.9489,80.1354
P07445,Anna Nagar,1648,07-11-2008,145,1,1,4,485530,202304,13486940,,,13.086,80.2103
P01043,T Nagar,1795,30-01-2013,51,1,1,4,359336,221130,13820610,,,13.0418,80.2332
P05712,Velachery,1889,06-01-2010,49,3,2,5,445114,311580,14837130,,,12.9784,80.221
P01582,KK Nagar,1527,15-03-2012,171,2,1,4,339897,175099,10299920,,,13.0378,80.2055
P00253,Chrompet,951,23-08-2014,96,1,1,3,310964,30093,10031100,,,12.9489,80.1354
P01122,T Nagar,1993,10-12-2012,62,2,1,5,499629,216056,13503490,,,13.0418,80.2332
P07089,KK Nagar,2329,01-03-2009,2,4,2,6,818342,359272,19959560,,,13.0378,80.2055
P06512,Adyar,1094,03-08-2009,1,1,1,3,246928,61732,7716505,,,13.0067,80.257
P00651,T Nagar,1796,08-11-2013,100,1,1,4,477032,116035,12892760,,,13.0418,80.2332
P00530,Chrompet,946,30-01-2014,45,1,1,3,234377,70313,7812550,,,12.9489,80.1354
P01671,Velachery,1697,28-02-2012,26,2,1,4,316343,143792,9586150,,,12.9784,80.221
P04229,Anna Nagar,1813,11-10-2010,186,2,1,5,378073,73175,12195890,,,13.086,80.2103
P07634,KK Nagar,1656,16-09-2008,55,2,1,4,428273,208349,11574940,,,13.0378,80.2055
P08190,Anna Nagar,1738,27-03-2008,37,1,1,4,741809,275529,21194540,,,13.086,80.2103
P09074,Chrompet,1155,16-04-2007,42,1,1,3,244550,166294,9782000,,,12.9489,80.1354
P08244,Chrompet,768,11-03-2008,9,1,1,2,185735,46434,6633410,,,12.9489,80.1354
P02030,Velachery,1818,22-12-2011,125,3,2,5,325427,154149,8563860,,,12.9784,80.221
P08793,Adyar,1199,16-08-2007,190,1,1,3,395284,19764,9882100,,,13.0067,80.257
P00856,Anna Nagar,1658,13-06-2013,157,1,1,4,652034,211470,17622540,,,13.086,80.2103
P02565,KK Nagar,2034,11-09-2011,18,3,2,5,641170,115411,12823400,,,13.0378,80.2055
P08835,Anna Nagar,1899,31-07-2007,49,2,1,5,462916,175157,12511230,,,13.086,80.2103
P07622,KK Nagar,1621,18-09-2008,93,2,1,4,518332,210572,16197860,,,13.0378,80.2055
P05698,Velachery,1660,09-01-2010,107,2,1,4,344530,65181,9311620,,,12.9784,80.221
P05425,Karapakkam,1037,26-02-2010,130,1,1,3,266987,186082,8090500,,,12.9346,80.2409
P00221,Chrompet,868,10-09-2014,171,1,1,3,189725,75890,7589010,,,12.9489,80.1354
P04697,Karapakkam,783,16-07-2010,174,1,1,2,276968,113628,7101750,,,12.9346,80.2409
P08947,Velachery,1642,08-06-2007,87,2,1,4,613616,107383,15340410,,,12.9784,80.221
P07330,Anna Nagar,1618,19-12-2008,158,1,1,4,287048,88322,11040310,,,13.086,80.2103
P09687,Velachery,1645,23-02-2006,186,2,1,4,325060,74299,9287430,,,12.9784,80.221
P02048,Karapakkam,1150,18-12-2011,103,1,1,3,219311,56103,5100250,,,12.9346,80.2409
P01813,KK Nagar,2186,04-02-2012,18,3,2,5,478999,197235,14088220,,,13.0378,80.2055
P09904,Velachery,1911,07-11-2004,162,3,2,5,467076,249107,15569210,,,12.9784,80.221
P09531,Chrompet,1058,22-10-2006,19,1,1,3,233915,120730,7545650,,,12.9489,80.1354
P00133,T Nagar,1720,21-11-2014,80,1,1,4,387948,109110,12123360,,,13.0418,80.2332
P07049,KK Nagar,1719,10-03-2009,96,2,1,4,339917,95602,10622400,,,13.0378,80.2055
P01384,Chrompet,1191,18-06-2012,102,1,1,3,333890,93489,13355600,,,12.9489,80.1354
P09418,Anna Nagar,1903,16-12-2006,183,2,1,5,474897,171491,13191580,,,13.086,80.2103
P08612,Chrompet,1039,23-10-2007,28,1,1,3,218593,69950,8743700,,,12.9489,80.1354
P03959,Adyar,816,05-12-2010,21,1,1,3,229692,17227,5742295,,,13.0067,80.257
P04826,T Nagar,1848,24-06-2010,113,2,1,5,770779,374378,22022260,,,13.0418,80.2332
P02920,Adyar,931,29-06-2011,195,1,1,3,382227,21235,10617420,,,13.0067,80.257
P07850,KK Nagar,2062,13-07-2008,157,3,2,5,425412,229068,10908000,,,13.0378,80.2055
P03846,Velachery,1894,30-12-2010,14,3,2,5,436488,231884,13640240,,,12.9784,80.221
P06067,Karapakkam,1474,29-10-2009,144,2,2,4,268643,69080,7675500,,,12.9346,80.2409
P04141,Karapakkam,968,28-10-2010,186,1,1,3,290050,52209,5801000,,,12.9346,80.2409
P08318,T Nagar,1827,16-02-2008,73,2,1,5,450795,212139,13258680,,,13.0418,80.2332
P00653,Chrompet,709,07-11-2013,48,1,1,2,237970,122823,7676450,,,12.9489,80.1354
P01024,Anna Nagar,1983,17-02-2013,73,2,1,5,379689,262862,14603420,,,13.086,80.2103
P08251,KK Nagar,1464,09-03-2008,67,2,1,4,456367,96077,12009660,,,13.0378,80.2055
P06049,Adyar,1290,02-11-2009,108,2,2,4,264914,85456,8545605,,,13.0067,80.257
P03065,Karapakkam,558,01-06-2011,129,1,1,2,336196,156370,7818500,,,12.9346,80.2409
P02344,KK Nagar,1863,21-10-2011,175,3,2,5,441596,155155,11935020,,,13.0378,80.2055
P08604,Adyar,1199,25-10-2007,39,1,1,3,502763,50276,12569065,,,13.0067,80.257
P08617,T Nagar,1631,21-10-2007,35,1,1,4,649092,305455,19090950,,,13.0418,80.2332
P09791,Velachery,1576,16-07-2005,169,2,1,4,309605,69661,7740130,,,12.9784,80.221
P01017,Chrompet,1148,23-02-2013,82,1,1,3,321168,177196,11074760,,,12.9489,80.1354
P05549,Anna Nagar,1792,05-02-2010,62,1,1,4,708009,229062,20823790,,,13.086,80.2103
P00518,T Nagar,1808,08-02-2014,154,2,1,5,348123,116041,12893440,,,13.0418,80.2332
P01028,T Nagar,1877,13-02-2013,131,2,1,5,529436,190054,13575290,,,13.0418,80.2332
P06020,Velachery,1760,09-11-2009,108,2,1,4,476702,188172,12544800,,,12.9784,80.221
P02293,Chrompet,966,30-10-2011,163,1,1,3,292841,135962,10458600,,,12.9489,80.1354
P02062,Karapakkam,979,17-12-2011,85,1,1,3,324980,154753,7737625,,,12.9346,80.2409
P07508,Chrompet,1044,19-10-2008,166,1,1,3,232087,146129,8595800,,,12.9489,80.1354
P06092,Adyar,1180,25-10-2009,69,1,1,3,495815,28332,14166140,,,13.0067,80.257
P00706,Chrompet,1095,02-10-2013,79,1,1,3,326709,132725,10209650,,,12.9489,80.1354
P08990,Chrompet,1202,21-05-2007,149,2,1,4,292010,73003,10428940,,,12.9489,80.1354
P07075,Adyar,691,04-03-2009,77,1,1,2,379506,129831,9987005,,,13.0067,80.257
P04428,Karapakkam,1313,02-09-2010,35,1,1,3,453822,137202,10554000,,,12.9346,80.2409
P08710,Adyar,625,13-09-2007,168,1,1,2,262173,131087,8739100,,,13.0067,80.257
P07846,KK Nagar,1933,15-07-2008,186,3,2,5,572732,247668,15479240,,,13.0378,80.2055
P06073,Karapakkam,681,28-10-2009,198,1,1,2,321738,64348,6434750,,,12.9346,80.2409
P02933,Karapakkam,636,26-06-2011,35,1,1,2,141203,98842,4706750,,,12.9346,80.2409
P00317,Anna Nagar,1718,07-07-2014,100,1,1,4,504678,230710,14419380,,,13.086,80.2103
P04516,Karapakkam,1086,15-08-2010,134,1,1,3,262153,144874,6898750,,,12.9346,80.2409
P00429,Chrompet,845,21-04-2014,65,1,1,3,322608,110897,10081500,,,12.9489,80.1354
P07379,Anna Nagar,1774,03-12-2008,158,1,1,4,421391,210696,14046370,,,13.086,80.2103
P05524,Anna Nagar,1730,09-02-2010,129,1,1,4,472693,218166,12120330,,,13.086,80.2103
P08600,Chrompet,1180,26-10-2007,18,1,1,3,294936,116187,8937450,,,12.9489,80.1354
P09595,Velachery,1607,15-08-2006,177,2,1,4,550357,110071,13758930,,,12.9784,80.221
P02778,Adyar,1182,30-07-2011,193,1,1,3,488617,66029,13205875,,,13.0067,80.257
P07335,T Nagar,1539,17-12-2008,100,1,1,4,426539,255923,17061540,,,13.0418,80.2332
P02432,Karapakkam,1636,05-10-2011,5,2,2,4,247489,129369,5624750,,,12.9346,80.2409
P02194,Karapakkam,1088,17-11-2011,178,1,1,3,305664,159200,6368000,,,12.9346,80.2409
P04907,Karapakkam,1229,06-06-2010,78,1,1,3,376917,144351,8019500,,,12.9346,80.2409
P09446,Adyar,848,01-12-2006,125,1,1,3,264736,19855,6618400,,,13.0067,80.257
P08958,Chrompet,1209,04-06-2007,148,2,1,4,476120,148788,14878750,,,12.9489,80.1354
P08052,KK Nagar,2041,10-05-2008,85,3,2,5,346506,105877,9625180,,,13.0378,80.2055
P05769,Adyar,618,25-12-2009,22,1,1,2,177488,16639,5546495,,,13.0067,80.257
P04690,Anna Nagar,1750,18-07-2010,124,1,1,4,359917,59986,11997230,,,13.086,80.2103
P09037,Anna Nagar,1816,06-05-2007,131,2,1,5,411532,92927,13275240,,,13.086,80.2103
P05399,Karapakkam,793,03-03-2010,153,1,1,2,184742,39588,4398625,,,12.9346,80.2409
P09617,Velachery,1737,02-07-2006,109,2,1,4,398902,172857,13296730,,,12.9784,80.221
P06062,Adyar,658,30-10-2009,155,1,1,2,179191,13439,4479770,,,13.0067,80.257
P06530,Adyar,1219,30-07-2009,189,2,2,4,356975,167332,11155480,,,13.0067,80.257
P03914,Karapakkam,1272,15-12-2010,181,1,1,3,380351,236434,10279750,,,12.9346,80.2409
P05734,Chrompet,919,02-01-2010,72,1,1,3,260537,35936,8984050,,,12.9489,80.1354
P00955,Anna Nagar,1741,09-04-2013,46,1,1,4,424680,84936,12133700,,,13.086,80.2103
P01393,Anna Nagar,1984,07-06-2012,160,2,1,5,440372,242964,15185240,,,13.086,80.2103
P07409,KK Nagar,2202,20-11-2008,104,3,2,5,821501,186705,18670480,,,13.0378,80.2055
P01600,Adyar,630,11-03-2012,52,1,1,2,273256,29541,7385285,,,13.0067,80.257
P07706,KK Nagar,1344,28-08-2008,89,2,1,4,406489,301589,13112560,,,13.0378,80.2055
P04648,Karapakkam,915,25-07-2010,25,1,1,3,287054,105449,5858250,,,12.9346,80.2409
P07314,Velachery,1884,23-12-2008,142,3,2,5,253856,96054,6860970,,,12.9784,80.221
P07211,T Nagar,1989,20-01-2009,46,2,1,5,456406,190169,12677940,,,13.0418,80.2332
P05310,Adyar,730,21-03-2010,87,1,1,2,264504,54457,7779515,,,13.0067,80.257
P00175,Chrompet,1081,19-10-2014,172,1,1,3,270368,87216,8721550,,,12.9489,80.1354
P08059,Chrompet,1198,07-05-2008,73,1,1,3,427058,151537,13776050,,,12.9489,80.1354
P00842,Chrompet,927,21-06-2013,40,1,1,3,211506,89483,8134850,,,12.9489,80.1354
P08976,Velachery,1611,26-05-2007,115,2,1,4,315564,176344,9281280,,,12.9784,80.221
P08444,Adyar,655,29-12-2007,22,1,1,2,398972,68395,11399205,,,13.0067,80.257
P08689,Velachery,1634,20-09-2007,111,2,1,4,491907,163969,14906280,,,12.9784,80.221
P03566,KK Nagar,1762,28-02-2011,28,2,1,4,439403,175761,14646760,,,13.0378,80.2055
P06498,KK Nagar,2049,06-08-2009,7,3,2,5,400777,180350,10019420,,,13.0378,80.2055
P02613,Velachery,1711,02-09-2011,148,2,1,4,450959,145471,14547070,,,12.9784,80.221
P04882,KK Nagar,1807,11-06-2010,53,3,2,5,732764,286734,15929660,,,13.0378,80.2055
P05536,Karapakkam,591,06-02-2010,106,1,1,2,228552,164272,7142250,,,12.9346,80.2409
P07905,T Nagar,1827,29-06-2008,98,2,1,5,616673,287781,20555760,,,13.0418,80.2332
P04618,Adyar,789,30-07-2010,197,1,1,2,412806,74093,10584775,,,13.0067,80.257
P05173,Adyar,1299,15-04-2010,20,2,2,4,553550,205604,15815700,,,13.0067,80.257
P09415,Adyar,786,16-12-2006,197,1,1,2,266914,37071,7414265,,,13.0067,80.257
P04879,Velachery,1726,12-06-2010,89,2,1,4,291169,84286,7662340,,,12.9784,80.221
P07512,T Nagar,1790,17-10-2008,82,1,1,4,370287,170902,14241820,,,13.0418,80.2332
P07140,Adyar,691,09-02-2009,182,1,1,2,158899,5126,5125790,,,13.0067,80.257
P05018,KK Nagar,1405,17-05-2010,75,2,1,4,383204,231939,10084320,,,13.0378,80.2055
P01435,Adyar,1009,06-05-2012,164,1,1,3,449339,26432,13215865,,,13.0067,80.257
P00216,Anna Nagar,1525,13-09-2014,114,1,1,4,743729,293577,19571820,,,13.086,80.2103
P06047,Velachery,1847,03-11-2009,186,3,2,5,427751,236389,11256610,,,12.9784,80.221
P00961,Chrompet,1250,05-04-2013,47,2,1,4,482259,186681,15556750,,,12.9489,80.1354
P04751,Karapakkam,804,04-07-2010,179,1,1,2,236150,147594,5903750,,,12.9346,80.2409
P05748,KK Nagar,2117,31-12-2009,133,3,2,5,446980,248322,12416100,,,13.0378,80.2055
P03003,KK Nagar,2018,16-06-2011,145,3,2,5,451958,125544,12554380,,,13.0378,80.2055
P07946,Chrompet,942,14-06-2008,74,1,1,3,234578,98372,7567040,,,12.9489,80.1354
P02721,Adyar,777,11-08-2011,196,1,1,2,281067,51103,8517175,,,13.0067,80.257
P09406,T Nagar,1695,20-12-2006,194,1,1,4,369855,92464,13209090,,,13.0418,80.2332
P03561,Adyar,902,28-02-2011,175,1,1,3,411699,73895,10556375,,,13.0067,80.257
P06740,Velachery,1904,08-06-2009,89,3,2,5,297667,170096,8504780,,,12.9784,80.221
P01371,Anna Nagar,1536,02-07-2012,19,1,1,4,276617,92206,10245090,,,13.086,80.2103
P02433,Karapakkam,827,05-10-2011,39,1,1,2,357217,166148,8307375,,,12.9346,80.2409
P09694,Velachery,1553,11-02-2006,158,2,1,4,215323,71774,6524930,,,12.9784,80.221
P03998,Chrompet,768,27-11-2010,46,1,1,2,179296,107578,7171850,,,12.9489,80.1354
P06616,Chrompet,1245,13-07-2009,26,2,1,4,396538,58746,14686600,,,12.9489,80.1354
P09896,Velachery,1662,19-11-2004,55,2,1,4,320258,143273,8427850,,,12.9784,80.221
P05893,KK Nagar,1958,04-12-2009,94,3,2,5,469780,192183,10676820,,,13.0378,80.2055
P04819,KK Nagar,2281,26-06-2010,124,4,2,6,843562,479297,19171860,,,13.0378,80.2055
P05753,Velachery,1908,29-12-2009,73,3,2,5,338673,127002,8466820,,,12.9784,80.221
P02739,Adyar,916,08-08-2011,50,1,1,3,375172,37517,9379310,,,13.0067,80.257
P00673,Chrompet,1101,26-10-2013,24,1,1,3,235484,117742,8410150,,,12.9489,80.1354
P00341,Anna Nagar,1518,24-06-2014,142,1,1,4,484782,99442,12430300,,,13.086,80.2103
P01586,Adyar,1049,14-03-2012,10,1,1,3,412169,66838,11139700,,,13.0067,80.257
P01631,Karapakkam,736,06-03-2012,120,1,1,2,290019,88267,6304750,,,12.9346,80.2409
P03787,Adyar,693,11-01-2011,69,1,1,2,320549,88151,8013720,,,13.0067,80.257
P00169,Anna Nagar,1802,26-10-2014,77,2,1,5,495694,80383,13397130,,,13.086,80.2103
P01736,Adyar,888,17-02-2012,44,1,1,3,396433,69376,9910835,,,13.0067,80.257
P09380,Chrompet,973,28-12-2006,155,1,1,3,247961,38148,9536960,,,12.9489,80.1354
P02754,Karapakkam,663,04-08-2011,41,1,1,2,141060,79346,4408125,,,12.9346,80.2409
P03544,Chrompet,700,05-03-2011,51,1,1,2,256389,115788,8270600,,,12.9489,80.1354
P08948,Adyar,976,08-06-2007,47,1,1,3,372453,68610,9801395,,,13.0067,80.257
P04548,KK Nagar,2283,11-08-2010,56,4,2,6,443276,221638,13852380,,,13.0378,80.2055
P03767,KK Nagar,1301,14-01-2011,64,1,1,3,508189,254095,12099740,,,13.0378,80.2055
P01963,Karapakkam,1261,07-01-2012,112,1,1,3,308296,154148,9634250,,,12.9346,80.2409
P04580,KK Nagar,2365,06-08-2010,37,4,2,6,931224,297992,18624480,,,13.0378,80.2055
P02189,Chrompet,958,19-11-2011,49,1,1,3,270242,45040,9008060,,,12.9489,80.1354
P09128,Velachery,1587,28-03-2007,21,2,1,4,291926,163135,8586060,,,12.9784,80.221
P03830,T Nagar,1977,04-01-2011,131,2,1,5,616010,242004,22000360,,,13.0418,80.2332
P03923,Chrompet,1137,13-12-2010,70,1,1,3,313249,114858,10441640,,,12.9489,80.1354
P08479,Chrompet,865,17-12-2007,165,1,1,3,217708,23326,7775300,,,12.9489,80.1354
P07947,Chrompet,1125,14-06-2008,103,1,1,3,258958,46243,9248500,,,12.9489,80.1354
P04387,Karapakkam,1635,11-09-2010,122,2,2,4,371726,212415,10620750,,,12.9346,80.2409
P07048,KK Nagar,2345,11-03-2009,199,4,2,6,534204,106841,13355100,,,13.0378,80.2055
P00537,Chrompet,1072,22-01-2014,83,1,1,3,257081,94263,8569350,,,12.9489,80.1354
P07860,KK Nagar,2416,10-07-2008,2,4,2,6,628321,215985,19635040,,,13.0378,80.2055
P07619,Velachery,1720,18-09-2008,110,2,1,4,277870,101044,8420300,,,12.9784,80.221
P06017,Karapakkam,727,09-11-2009,88,1,1,2,228535,99618,5859875,,,12.9346,80.2409
P02385,T Nagar,1970,15-10-2011,193,2,1,5,626088,208696,16053550,,,13.0418,80.2332
P05436,Velachery,1891,24-02-2010,51,3,2,5,430619,147641,12303400,,,12.9784,80.221
P02685,Karapakkam,1227,18-08-2011,102,1,1,3,285108,154950,6198000,,,12.9346,80.2409
P09041,Chrompet,1253,04-05-2007,135,2,1,4,352351,154153,11010960,,,12.9489,80.1354
P01718,Karapakkam,1278,20-02-2012,199,1,1,3,453424,94903,10544750,,,12.9346,80.2409
P08929,Adyar,692,15-06-2007,190,1,1,2,159076,32751,4678720,,,13.0067,80.257
P01953,Chrompet,1186,09-01-2012,200,1,1,3,326064,91298,13042550,,,12.9489,80.1354
P05999,KK Nagar,1881,13-11-2009,50,3,2,5,608015,240673,12666980,,,13.0378,80.2055
P01426,Chrompet,898,12-05-2012,87,1,1,3,321574,103734,10373360,,,12.9489,80.1354
P09831,Velachery,1661,04-04-2005,31,2,1,4,306505,170281,8514030,,,12.9784,80.221
